participant_id,age,trial,risky_reward,safe_reward,reward_diff,choice
494,50,9,28.91,8.98,19.92,1
495,20,0,28.31,5.49,22.81,1
495,20,1,16.24,13.43,2.8,1
495,20,2,27.92,9.51,18.41,1
495,20,3,21.02,6.87,14.16,1
495,20,4,25.19,9.88,15.32,1
495,20,5,24.84,13.42,11.42,1
495,20,6,27.45,7.01,20.44,1
495,20,7,19.83,5.13,14.7,1
495,20,8,29.13,11.56,17.57,1
495,20,9,18.78,9.67,9.11,1
496,35,0,17.24,13.26,3.98,1
496,35,1,27.13,14.2,12.93,1
496,35,2,20.48,13.02,7.45,1
496,35,3,25.27,11.23,14.04,1
496,35,4,27.67,6.96,20.71,0
496,35,5,18.76,12.34,6.42,1
496,35,6,19.77,8.1,11.67,0
496,35,7,23.35,13.83,9.52,1
496,35,8,25.38,12.53,12.85,1
496,35,9,21.01,9.83,11.18,1
497,42,0,19.83,11.86,7.97,1
497,42,1,25.64,14.35,11.29,1
497,42,2,24.17,5.69,18.48,0
497,42,3,19.28,11.15,8.13,0
497,42,4,23.93,12.25,11.69,1
497,42,5,15.91,12.98,2.93,1
497,42,6,25.51,5.23,20.28,0
497,42,7,17.36,10.14,7.22,0
497,42,8,21.86,8.41,13.46,1
497,42,9,19.67,9.38,10.29,1
498,59,0,23.49,7.38,16.11,0
498,59,1,22.51,6.94,15.57,0
498,59,2,28.0,5.22,22.78,0
498,59,3,23.22,6.7,16.52,0
498,59,4,20.53,7.94,12.6,0
498,59,5,24.58,13.98,10.6,0
498,59,6,26.11,13.36,12.75,1
498,59,7,26.64,11.14,15.5,1
498,59,8,22.63,5.82,16.8,0
498,59,9,23.2,14.54,8.66,1
499,48,0,24.09,7.12,16.97,0
499,48,1,25.84,12.22,13.62,0
499,48,2,27.8,5.77,22.03,1
499,48,3,25.31,9.99,15.32,1
499,48,4,23.29,9.07,14.22,1
499,48,5,27.15,9.08,18.07,1
499,48,6,15.87,13.56,2.31,0
499,48,7,25.33,8.64,16.68,0
499,48,8,24.94,13.44,11.5,0
499,48,9,20.69,9.79,10.9,1
500,71,0,19.38,12.78,6.6,0
500,71,1,25.87,9.65,16.22,1
500,71,2,15.85,8.74,7.11,0
500,71,3,24.14,5.06,19.07,0
500,71,4,20.46,13.48,6.98,0
500,71,5,16.96,12.98,3.98,0
500,71,6,22.91,10.15,12.77,1
500,71,7,24.84,14.11,10.73,1
500,71,8,18.95,14.02,4.93,0
500,71,9,24.81,10.35,14.46,0
501,75,0,21.24,8.0,13.24,1
501,75,1,26.16,12.46,13.7,0
501,75,2,24.65,7.44,17.22,1
501,75,3,27.13,9.91,17.22,0
501,75,4,16.53,5.63,10.9,0
501,75,5,27.07,14.19,12.88,0
501,75,6,28.8,14.08,14.72,0
501,75,7,18.29,12.98,5.31,0
501,75,8,19.01,7.33,11.68,0
501,75,9,19.83,6.54,13.29,0
502,20,0,28.11,10.71,17.4,1
502,20,1,17.94,6.67,11.27,1
502,20,2,21.95,11.6,10.35,1
502,20,3,26.27,14.42,11.85,1
502,20,4,18.1,10.51,7.59,1
502,20,5,19.33,7.08,12.25,1
502,20,6,16.67,5.32,11.35,1
502,20,7,24.15,12.08,12.07,1
502,20,8,16.71,7.91,8.8,1
502,20,9,27.64,12.47,15.18,1
503,57,0,20.12,14.67,5.45,0
503,57,1,27.02,7.65,19.37,1
503,57,2,26.76,11.86,14.9,0
503,57,3,23.29,10.64,12.65,0
503,57,4,19.05,8.53,10.52,0
503,57,5,19.63,10.46,9.17,0
503,57,6,30.0,9.35,20.65,0
503,57,7,27.64,13.06,14.58,0
503,57,8,21.95,8.24,13.71,0
503,57,9,28.14,13.84,14.31,1
504,63,0,21.43,9.65,11.78,0
504,63,1,25.17,9.07,16.1,1
504,63,2,23.48,5.96,17.52,0
504,63,3,26.29,9.61,16.68,0
504,63,4,28.46,7.88,20.58,1
504,63,5,29.09,13.09,16.0,0
504,63,6,17.93,6.43,11.49,1
504,63,7,18.56,12.74,5.81,0
504,63,8,25.94,7.52,18.42,0
504,63,9,29.75,7.45,22.3,0
505,41,0,19.52,6.1,13.42,1
505,41,1,20.68,11.95,8.73,0
505,41,2,23.16,5.32,17.84,1
505,41,3,15.83,11.16,4.67,0
505,41,4,17.97,13.19,4.77,0
505,41,5,27.2,8.05,19.15,1
505,41,6,28.72,8.21,20.52,0
505,41,7,15.14,5.04,10.11,0
505,41,8,26.42,12.89,13.53,0
505,41,9,16.77,7.32,9.45,0
506,67,0,17.66,11.82,5.84,0
506,67,1,16.25,7.85,8.4,0
506,67,2,27.79,12.08,15.71,0
506,67,3,22.44,7.99,14.45,1
506,67,4,21.14,5.29,15.85,0
506,67,5,21.49,9.19,12.3,1
506,67,6,23.84,10.5,13.34,1
506,67,7,29.15,5.99,23.15,0
506,67,8,15.0,13.82,1.18,1
506,67,9,26.37,8.62,17.75,0
507,49,0,21.03,5.71,15.32,0
507,49,1,16.07,14.22,1.85,1
507,49,2,22.19,12.23,9.96,1
507,49,3,18.26,12.59,5.67,0
507,49,4,28.84,8.76,20.08,0
507,49,5,20.45,7.57,12.88,0
507,49,6,20.09,9.28,10.81,1
507,49,7,25.69,14.18,11.51,0
507,49,8,22.07,12.79,9.28,0
507,49,9,15.91,5.96,9.95,1
508,64,0,21.85,13.26,8.59,0
508,64,1,20.76,14.09,6.67,0
508,64,2,24.98,7.67,17.31,1
508,64,3,15.24,6.07,9.17,0
508,64,4,23.28,5.64,17.64,1
508,64,5,17.72,11.32,6.4,0
508,64,6,23.26,7.51,15.76,0
508,64,7,16.45,7.26,9.19,0
508,64,8,29.7,11.48,18.22,0
508,64,9,24.64,5.33,19.31,0
509,39,0,16.48,11.83,4.66,1
509,39,1,20.88,11.46,9.42,1
509,39,2,18.76,8.34,10.41,1
509,39,3,29.39,12.99,16.4,1
509,39,4,18.0,13.11,4.89,1
509,39,5,18.16,8.66,9.5,0
509,39,6,16.98,6.22,10.75,1
509,39,7,19.15,10.69,8.46,1
509,39,8,21.52,6.12,15.4,1
509,39,9,27.32,13.86,13.46,1
510,40,0,16.7,5.53,11.17,1
510,40,1,25.73,8.73,17.0,0
510,40,2,25.69,14.35,11.34,1
510,40,3,17.88,5.69,12.2,0
510,40,4,26.89,10.75,16.14,1
510,40,5,19.1,7.98,11.12,1
510,40,6,18.87,5.73,13.14,0
510,40,7,19.49,9.52,9.96,1
510,40,8,27.04,10.66,16.38,0
510,40,9,22.43,14.41,8.02,0
511,19,0,23.65,14.34,9.31,1
511,19,1,20.48,5.45,15.03,1
511,19,2,25.83,12.74,13.09,1
511,19,3,21.66,6.77,14.89,1
511,19,4,17.37,14.04,3.33,1
511,19,5,19.37,13.51,5.86,1
511,19,6,15.36,9.95,5.41,1
511,19,7,29.78,10.88,18.9,1
511,19,8,23.46,5.77,17.69,1
511,19,9,28.88,13.74,15.14,1
512,80,0,19.89,5.35,14.54,0
512,80,1,23.02,9.59,13.43,0
512,80,2,17.52,5.1,12.42,0
512,80,3,18.35,5.33,13.02,0
512,80,4,19.71,6.8,12.91,0
512,80,5,18.07,11.88,6.19,0
512,80,6,22.68,14.34,8.34,0
512,80,7,22.5,13.54,8.96,0
512,80,8,19.15,8.98,10.18,0
512,80,9,28.36,5.41,22.95,0
513,44,0,19.88,7.33,12.55,1
513,44,1,18.32,6.96,11.36,1
513,44,2,29.01,6.44,22.57,1
513,44,3,18.69,14.33,4.36,0
513,44,4,26.85,6.05,20.8,0
513,44,5,21.12,7.63,13.49,0
513,44,6,27.33,12.79,14.55,0
513,44,7,28.92,7.38,21.54,1
513,44,8,15.22,13.79,1.43,1
513,44,9,27.92,8.29,19.63,1
514,59,0,15.59,8.27,7.32,0
514,59,1,15.38,9.06,6.32,1
514,59,2,20.56,6.73,13.84,1
514,59,3,28.16,9.36,18.8,1
514,59,4,23.84,6.42,17.42,1
514,59,5,23.19,7.38,15.82,0
514,59,6,22.37,12.72,9.65,0
514,59,7,16.74,8.35,8.39,0
514,59,8,17.27,13.1,4.16,0
514,59,9,22.27,10.38,11.89,1
515,19,0,23.33,12.91,10.42,1
515,19,1,18.98,11.68,7.3,1
515,19,2,23.17,9.88,13.3,1
515,19,3,25.78,13.84,11.94,1
515,19,4,29.0,10.12,18.89,1
515,19,5,27.83,9.67,18.16,1
515,19,6,17.66,6.59,11.07,1
515,19,7,28.05,13.92,14.13,1
515,19,8,22.88,8.31,14.57,0
515,19,9,19.8,12.44,7.35,1
516,43,0,24.13,8.93,15.19,0
516,43,1,23.58,14.38,9.2,1
516,43,2,23.59,12.17,11.42,0
516,43,3,28.57,5.04,23.53,1
516,43,4,22.08,5.29,16.79,0
516,43,5,18.33,9.73,8.6,1
516,43,6,22.83,8.8,14.03,1
516,43,7,20.03,8.91,11.11,0
516,43,8,18.12,10.45,7.67,0
516,43,9,26.88,14.93,11.95,0
517,34,0,22.34,11.96,10.38,1
517,34,1,21.62,13.09,8.53,1
517,34,2,25.54,12.46,13.08,1
517,34,3,28.14,9.6,18.54,1
517,34,4,27.98,9.18,18.8,0
517,34,5,23.22,8.82,14.4,0
517,34,6,23.77,8.91,14.86,1
517,34,7,28.43,5.35,23.08,0
517,34,8,20.4,11.39,9.01,0
517,34,9,17.28,10.67,6.61,0
518,57,0,26.36,10.26,16.11,0
518,57,1,26.36,13.41,12.95,0
518,57,2,20.31,14.97,5.34,0
518,57,3,15.37,8.63,6.74,1
518,57,4,16.82,7.82,9.01,1
518,57,5,25.33,5.74,19.59,1
518,57,6,16.39,5.63,10.76,1
518,57,7,23.58,14.65,8.93,0
518,57,8,28.14,6.76,21.38,1
518,57,9,16.15,12.78,3.36,1
519,50,0,23.35,7.48,15.87,1
519,50,1,29.86,12.57,17.29,0
519,50,2,23.58,13.71,9.87,0
519,50,3,29.19,7.81,21.38,0
519,50,4,25.35,8.93,16.42,0
519,50,5,29.7,9.94,19.76,1
519,50,6,22.08,13.53,8.55,0
519,50,7,15.67,10.42,5.25,1
519,50,8,26.68,8.28,18.39,1
519,50,9,26.98,5.46,21.52,1
520,26,0,20.97,7.3,13.67,1
520,26,1,29.97,13.25,16.72,0
520,26,2,29.06,8.41,20.65,1
520,26,3,18.51,13.3,5.21,1
520,26,4,18.54,8.77,9.77,1
520,26,5,22.92,13.89,9.03,1
520,26,6,28.63,9.41,19.21,1
520,26,7,28.95,14.08,14.88,1
520,26,8,18.09,9.77,8.32,1
520,26,9,24.61,14.45,10.17,1
521,60,0,21.78,6.92,14.85,0
521,60,1,29.47,9.79,19.68,1
521,60,2,26.78,11.97,14.81,0
521,60,3,28.31,14.76,13.55,0
521,60,4,23.49,7.98,15.51,0
521,60,5,21.59,8.02,13.57,1
521,60,6,18.79,6.98,11.81,0
521,60,7,24.03,11.09,12.94,0
521,60,8,21.32,13.34,7.98,0
521,60,9,29.82,9.4,20.42,0
522,71,0,15.76,11.53,4.22,0
522,71,1,29.14,14.97,14.16,0
522,71,2,23.63,9.51,14.12,0
522,71,3,17.36,13.56,3.8,0
522,71,4,21.74,7.8,13.94,1
522,71,5,25.26,8.12,17.13,0
522,71,6,25.07,11.46,13.61,0
522,71,7,15.69,14.32,1.37,0
522,71,8,29.91,10.37,19.54,0
522,71,9,15.84,11.32,4.53,0
523,65,0,26.68,12.7,13.98,1
523,65,1,29.63,14.95,14.68,1
523,65,2,29.05,7.89,21.15,0
523,65,3,20.07,14.68,5.39,1
523,65,4,22.47,9.28,13.19,0
523,65,5,24.68,6.31,18.37,0
523,65,6,29.71,13.05,16.66,0
523,65,7,20.39,8.25,12.15,0
523,65,8,15.69,14.45,1.23,0
523,65,9,28.55,5.84,22.71,0
524,56,0,17.28,5.38,11.9,0
524,56,1,19.2,12.14,7.06,0
524,56,2,16.63,14.32,2.31,0
524,56,3,26.02,10.01,16.01,0
524,56,4,19.54,7.0,12.54,0
524,56,5,21.6,8.9,12.7,0
524,56,6,25.36,5.46,19.9,1
524,56,7,21.18,5.97,15.21,1
524,56,8,15.77,14.96,0.81,0
524,56,9,16.31,5.2,11.11,0
525,46,0,21.59,12.87,8.72,0
525,46,1,23.99,6.87,17.12,0
525,46,2,29.34,10.8,18.53,0
525,46,3,20.06,8.82,11.25,0
525,46,4,28.92,11.29,17.63,0
525,46,5,17.57,7.12,10.45,0
525,46,6,17.65,11.35,6.3,1
525,46,7,26.87,13.08,13.79,1
525,46,8,17.71,11.47,6.24,0
525,46,9,24.34,5.36,18.98,1
526,59,0,19.81,6.96,12.85,0
526,59,1,27.67,7.59,20.09,1
526,59,2,18.54,14.08,4.46,0
526,59,3,24.84,9.15,15.69,0
526,59,4,20.79,8.4,12.39,0
526,59,5,23.87,7.94,15.93,1
526,59,6,20.53,9.15,11.38,0
526,59,7,28.72,5.36,23.36,1
526,59,8,17.91,10.02,7.88,0
526,59,9,25.94,7.42,18.51,0
527,72,0,28.26,14.11,14.15,0
527,72,1,26.6,14.06,12.54,0
527,72,2,17.96,5.06,12.9,0
527,72,3,29.06,6.87,22.19,0
527,72,4,26.2,14.28,11.92,0
527,72,5,29.55,8.45,21.11,0
527,72,6,23.15,8.84,14.31,1
527,72,7,25.98,12.52,13.46,0
527,72,8,20.18,10.22,9.95,0
527,72,9,15.24,10.62,4.62,0
528,43,0,16.2,12.55,3.65,1
528,43,1,29.39,10.15,19.23,0
528,43,2,15.87,10.84,5.03,1
528,43,3,27.65,8.61,19.04,1
528,43,4,27.86,8.75,19.12,1
528,43,5,20.85,11.55,9.31,1
528,43,6,21.48,5.57,15.91,1
528,43,7,26.34,9.13,17.21,1
528,43,8,16.32,7.02,9.3,1
528,43,9,22.23,10.29,11.93,0
529,52,0,16.1,11.0,5.1,0
529,52,1,22.74,13.73,9.01,1
529,52,2,15.61,11.72,3.89,0
529,52,3,15.26,7.51,7.75,1
529,52,4,24.25,6.73,17.53,1
529,52,5,22.24,9.59,12.64,0
529,52,6,15.68,14.51,1.17,0
529,52,7,26.94,9.3,17.63,0
529,52,8,28.19,13.96,14.23,1
529,52,9,17.99,9.96,8.03,0
530,67,0,19.84,11.52,8.32,0
530,67,1,26.68,10.64,16.04,0
530,67,2,29.51,11.11,18.39,0
530,67,3,20.17,11.7,8.48,0
530,67,4,18.68,12.15,6.53,0
530,67,5,25.25,7.69,17.55,0
530,67,6,21.66,10.97,10.69,0
530,67,7,25.73,13.06,12.67,0
530,67,8,19.51,11.61,7.9,0
530,67,9,25.56,11.83,13.73,0
531,42,0,20.92,7.55,13.37,1
531,42,1,25.39,5.93,19.46,0
531,42,2,27.4,13.58,13.83,0
531,42,3,21.13,13.47,7.66,1
531,42,4,15.32,12.85,2.48,1
531,42,5,29.83,11.75,18.08,0
531,42,6,18.69,11.74,6.95,1
531,42,7,27.57,6.7,20.87,0
531,42,8,18.37,5.68,12.68,1
531,42,9,17.54,12.29,5.24,1
532,41,0,20.14,10.67,9.46,1
532,41,1,20.67,13.16,7.51,1
532,41,2,16.23,8.28,7.95,1
532,41,3,23.14,8.72,14.42,0
532,41,4,15.59,9.32,6.27,1
532,41,5,24.71,14.66,10.05,1
532,41,6,29.8,8.02,21.78,1
532,41,7,17.48,8.95,8.53,1
532,41,8,16.46,9.33,7.13,1
532,41,9,16.84,7.96,8.88,0
533,30,0,19.53,12.14,7.39,1
533,30,1,21.41,7.39,14.02,1
533,30,2,23.88,8.51,15.37,1
533,30,3,16.75,13.8,2.95,1
533,30,4,24.38,9.9,14.47,0
533,30,5,23.2,9.81,13.4,0
533,30,6,25.8,6.12,19.68,1
533,30,7,26.81,13.36,13.45,1
533,30,8,23.32,11.32,12.0,1
533,30,9,25.2,6.08,19.12,0
534,77,0,26.25,11.31,14.94,0
534,77,1,17.41,9.09,8.32,0
534,77,2,24.51,8.83,15.68,0
534,77,3,27.21,5.26,21.94,0
534,77,4,26.38,10.46,15.92,0
534,77,5,22.75,14.92,7.83,0
534,77,6,22.37,5.91,16.45,0
534,77,7,20.75,6.56,14.19,0
534,77,8,29.2,8.36,20.84,0
534,77,9,23.01,13.16,9.85,0
535,75,0,15.0,12.63,2.37,0
535,75,1,22.65,14.03,8.62,0
535,75,2,22.86,11.08,11.78,0
535,75,3,19.48,8.25,11.24,0
535,75,4,28.44,12.44,15.99,0
535,75,5,29.73,12.31,17.42,0
535,75,6,15.72,10.05,5.67,0
535,75,7,23.14,11.67,11.48,0
535,75,8,20.62,13.49,7.13,0
535,75,9,19.06,5.43,13.63,0
536,24,0,20.7,13.05,7.65,1
536,24,1,21.55,11.52,10.03,1
536,24,2,17.7,11.27,6.43,1
536,24,3,26.61,9.03,17.58,1
536,24,4,25.26,14.63,10.63,1
536,24,5,23.28,11.02,12.26,0
536,24,6,18.02,10.23,7.79,1
536,24,7,22.89,7.32,15.57,1
536,24,8,23.59,8.36,15.23,1
536,24,9,19.86,5.49,14.37,0
537,74,0,23.72,13.15,10.57,0
537,74,1,28.55,9.83,18.72,0
537,74,2,22.38,12.33,10.04,0
537,74,3,19.07,6.46,12.62,0
537,74,4,22.34,5.96,16.38,0
537,74,5,22.72,13.27,9.45,1
537,74,6,20.23,13.23,7.0,0
537,74,7,19.35,13.45,5.9,0
537,74,8,22.48,14.77,7.71,0
537,74,9,20.38,6.41,13.97,0
538,53,0,15.46,5.21,10.25,1
538,53,1,29.12,13.71,15.4,0
538,53,2,23.48,5.06,18.42,1
538,53,3,15.37,12.55,2.83,1
538,53,4,28.04,11.43,16.6,1
538,53,5,17.37,11.28,6.09,0
538,53,6,25.78,8.49,17.29,0
538,53,7,19.66,14.99,4.67,0
538,53,8,24.22,9.23,14.98,0
538,53,9,20.12,5.29,14.84,1
539,62,0,28.96,11.26,17.69,1
539,62,1,28.27,7.69,20.59,1
539,62,2,19.46,10.77,8.68,0
539,62,3,22.37,12.18,10.2,0
539,62,4,26.73,6.75,19.98,0
539,62,5,24.96,11.83,13.13,0
539,62,6,25.01,5.8,19.21,0
539,62,7,15.83,6.49,9.35,0
539,62,8,26.09,5.76,20.33,0
539,62,9,29.6,11.06,18.54,0
540,37,0,26.12,8.28,17.84,1
540,37,1,28.74,14.56,14.19,0
540,37,2,18.94,7.32,11.61,1
540,37,3,21.62,8.14,13.48,1
540,37,4,24.31,12.63,11.68,0
540,37,5,27.22,5.32,21.89,1
540,37,6,26.84,10.33,16.51,1
540,37,7,15.79,7.55,8.24,1
540,37,8,27.89,14.17,13.72,1
540,37,9,23.18,13.33,9.85,1
541,18,0,22.75,14.05,8.7,1
541,18,1,28.64,7.18,21.45,1
541,18,2,27.64,6.11,21.53,1
541,18,3,17.74,13.08,4.66,1
541,18,4,17.9,9.73,8.16,1
541,18,5,24.51,9.27,15.24,1
541,18,6,22.79,10.06,12.73,1
541,18,7,28.83,6.77,22.06,1
541,18,8,27.05,7.15,19.9,1
541,18,9,18.61,12.6,6.01,1
542,25,0,27.84,13.95,13.89,1
542,25,1,25.88,10.49,15.39,1
542,25,2,24.72,14.08,10.64,1
542,25,3,19.72,8.88,10.83,1
542,25,4,16.1,9.98,6.12,1
542,25,5,23.83,8.63,15.2,1
542,25,6,28.17,14.55,13.62,1
542,25,7,15.64,14.69,0.95,0
542,25,8,20.04,6.47,13.57,1
542,25,9,17.52,5.46,12.06,0
543,63,0,23.11,12.0,11.11,0
543,63,1,26.87,13.83,13.05,0
543,63,2,21.59,14.5,7.08,0
543,63,3,16.06,11.82,4.24,0
543,63,4,28.59,8.73,19.86,0
543,63,5,15.18,8.32,6.86,1
543,63,6,22.83,13.17,9.65,1
543,63,7,22.91,7.04,15.87,1
543,63,8,22.66,5.79,16.87,0
543,63,9,15.47,6.07,9.4,0
544,33,0,23.87,5.29,18.58,1
544,33,1,27.58,12.22,15.35,1
544,33,2,23.89,11.72,12.16,1
544,33,3,27.83,14.06,13.77,0
544,33,4,27.37,12.45,14.92,1
544,33,5,25.18,13.06,12.12,1
544,33,6,19.92,8.76,11.16,0
544,33,7,15.26,11.99,3.27,0
544,33,8,25.59,14.94,10.65,1
544,33,9,15.52,13.27,2.25,1
545,31,0,21.69,8.12,13.57,1
545,31,1,21.47,8.79,12.68,1
545,31,2,27.2,7.97,19.23,1
545,31,3,25.0,11.7,13.3,0
545,31,4,15.24,13.53,1.71,0
545,31,5,24.32,5.91,18.41,1
545,31,6,18.41,7.54,10.87,1
545,31,7,27.19,12.44,14.75,1
545,31,8,23.09,9.27,13.82,0
545,31,9,23.4,7.54,15.86,1
546,29,0,24.17,10.23,13.94,1
546,29,1,27.45,12.04,15.41,1
546,29,2,16.03,8.62,7.41,0
546,29,3,27.94,7.86,20.08,1
546,29,4,21.74,8.56,13.18,1
546,29,5,29.5,8.63,20.87,1
546,29,6,28.46,5.38,23.08,0
546,29,7,24.97,14.42,10.55,1
546,29,8,15.61,9.88,5.73,1
546,29,9,19.97,14.58,5.4,0
547,68,0,24.92,6.63,18.3,0
547,68,1,25.91,9.25,16.65,0
547,68,2,17.5,7.67,9.83,1
547,68,3,26.93,11.22,15.71,0
547,68,4,17.46,5.4,12.06,1
547,68,5,21.8,7.47,14.33,0
547,68,6,28.13,10.15,17.98,0
547,68,7,15.54,8.65,6.88,0
547,68,8,17.8,6.2,11.59,0
547,68,9,29.09,5.79,23.3,0
548,40,0,29.37,5.83,23.54,1
548,40,1,29.58,14.78,14.8,1
548,40,2,17.44,7.02,10.42,0
548,40,3,28.68,11.08,17.6,0
548,40,4,26.1,11.62,14.48,0
548,40,5,25.28,10.34,14.94,1
548,40,6,26.16,9.73,16.42,1
548,40,7,27.03,11.97,15.06,0
548,40,8,17.48,11.49,5.99,1
548,40,9,28.55,5.99,22.56,0
549,32,0,26.87,8.55,18.32,0
549,32,1,27.76,7.95,19.81,1
549,32,2,19.45,7.81,11.64,0
549,32,3,29.51,5.7,23.8,1
549,32,4,23.22,5.93,17.3,1
549,32,5,19.76,10.36,9.4,1
549,32,6,25.55,6.37,19.18,0
549,32,7,25.18,13.89,11.29,1
549,32,8,28.41,13.66,14.75,1
549,32,9,20.72,14.33,6.39,0
550,45,0,28.92,12.97,15.95,0
550,45,1,16.74,7.91,8.82,0
550,45,2,19.79,5.93,13.86,0
550,45,3,26.01,7.85,18.16,1
550,45,4,22.03,5.22,16.82,0
550,45,5,19.76,13.54,6.22,0
550,45,6,24.92,8.25,16.67,1
550,45,7,21.67,8.39,13.28,0
550,45,8,22.25,13.33,8.93,1
550,45,9,17.12,14.77,2.34,0
551,51,0,22.65,10.23,12.41,1
551,51,1,25.78,5.85,19.93,0
551,51,2,23.56,14.14,9.42,0
551,51,3,17.06,10.73,6.33,1
551,51,4,18.06,5.31,12.75,0
551,51,5,16.27,9.69,6.57,0
551,51,6,25.8,5.77,20.02,1
551,51,7,25.1,13.95,11.16,1
551,51,8,27.19,10.62,16.57,0
551,51,9,29.37,12.48,16.89,0
552,19,0,20.31,10.54,9.77,1
552,19,1,19.82,10.7,9.12,1
552,19,2,17.15,8.74,8.41,1
552,19,3,28.74,9.58,19.17,1
552,19,4,16.55,14.04,2.5,1
552,19,5,26.71,12.94,13.76,1
552,19,6,22.94,14.6,8.33,1
552,19,7,25.25,14.62,10.62,1
552,19,8,27.92,14.34,13.59,1
552,19,9,18.47,8.34,10.13,1
553,49,0,27.47,13.5,13.98,0
553,49,1,20.29,5.77,14.52,0
553,49,2,25.9,14.13,11.77,0
553,49,3,27.43,12.46,14.97,0
553,49,4,21.4,14.02,7.38,0
553,49,5,20.98,5.83,15.14,1
553,49,6,23.16,7.76,15.4,1
553,49,7,22.91,6.7,16.21,0
553,49,8,22.27,10.74,11.53,1
553,49,9,19.87,9.1,10.77,0
554,40,0,26.55,7.23,19.32,1
554,40,1,18.65,14.88,3.77,0
554,40,2,23.45,11.99,11.46,0
554,40,3,25.81,12.0,13.82,0
554,40,4,23.95,11.36,12.58,0
554,40,5,25.05,12.33,12.72,1
554,40,6,20.57,6.47,14.1,1
554,40,7,21.84,14.97,6.86,0
554,40,8,26.8,8.34,18.46,0
554,40,9,24.23,11.97,12.26,1
555,80,0,23.23,11.34,11.89,0
555,80,1,28.73,13.98,14.75,0
555,80,2,25.01,14.72,10.29,0
555,80,3,19.06,9.27,9.79,0
555,80,4,15.06,6.88,8.18,0
555,80,5,25.8,9.26,16.54,0
555,80,6,26.43,13.32,13.1,0
555,80,7,24.63,9.62,15.01,0
555,80,8,18.33,7.13,11.21,0
555,80,9,29.88,5.01,24.87,0
556,39,0,17.83,12.17,5.65,1
556,39,1,21.86,6.49,15.37,1
556,39,2,16.55,10.33,6.22,1
556,39,3,26.86,10.67,16.19,0
556,39,4,21.28,8.81,12.46,1
556,39,5,22.86,10.15,12.71,1
556,39,6,26.11,13.33,12.78,0
556,39,7,17.16,11.22,5.94,1
556,39,8,25.42,8.82,16.6,1
556,39,9,27.93,11.14,16.79,1
557,68,0,15.46,10.37,5.09,0
557,68,1,23.95,14.72,9.23,1
557,68,2,23.52,12.98,10.54,0
557,68,3,16.37,10.83,5.54,0
557,68,4,25.93,12.61,13.32,0
557,68,5,24.95,7.16,17.79,0
557,68,6,26.64,14.53,12.11,1
557,68,7,23.03,8.13,14.91,0
557,68,8,22.59,11.06,11.53,1
557,68,9,26.7,13.2,13.5,0
558,42,0,17.71,10.95,6.76,1
558,42,1,20.02,10.66,9.37,0
558,42,2,15.35,14.69,0.65,0
558,42,3,26.27,12.6,13.66,1
558,42,4,26.27,8.87,17.41,0
558,42,5,17.66,7.92,9.73,1
558,42,6,19.79,9.24,10.55,1
558,42,7,27.85,10.23,17.61,1
558,42,8,18.72,9.09,9.63,1
558,42,9,26.19,6.21,19.98,1
559,75,0,20.69,8.6,12.09,0
559,75,1,26.9,8.24,18.66,0
559,75,2,24.36,7.32,17.04,0
559,75,3,23.21,9.47,13.74,0
559,75,4,18.65,13.83,4.82,0
559,75,5,24.14,13.75,10.39,0
559,75,6,24.02,12.53,11.49,0
559,75,7,23.21,5.62,17.59,0
559,75,8,27.44,5.6,21.84,0
559,75,9,26.94,5.01,21.93,0
560,80,0,23.76,10.95,12.81,0
560,80,1,22.59,10.09,12.49,0
560,80,2,22.48,11.08,11.39,0
560,80,3,21.02,8.85,12.17,0
560,80,4,24.2,5.3,18.9,0
560,80,5,27.06,10.5,16.56,0
560,80,6,26.79,7.7,19.1,0
560,80,7,24.15,6.7,17.45,0
560,80,8,18.01,14.9,3.11,0
560,80,9,18.95,7.0,11.95,0
561,79,0,25.99,11.93,14.05,0
561,79,1,18.85,9.44,9.41,0
561,79,2,21.6,11.97,9.62,0
561,79,3,16.72,12.81,3.91,0
561,79,4,24.84,6.55,18.29,0
561,79,5,20.9,7.8,13.1,0
561,79,6,27.08,11.38,15.7,0
561,79,7,18.39,14.18,4.21,0
561,79,8,26.92,14.67,12.26,0
561,79,9,29.89,11.51,18.38,0
562,78,0,18.06,8.25,9.81,1
562,78,1,25.23,7.69,17.54,0
562,78,2,20.39,9.8,10.59,0
562,78,3,18.63,12.21,6.42,0
562,78,4,18.31,10.01,8.31,0
562,78,5,26.58,11.22,15.35,0
562,78,6,26.69,7.35,19.34,0
562,78,7,27.98,13.79,14.19,0
562,78,8,21.12,14.82,6.3,0
562,78,9,24.58,6.61,17.97,0
563,39,0,25.56,12.53,13.03,1
563,39,1,26.45,12.75,13.7,0
563,39,2,19.38,9.9,9.48,1
563,39,3,22.07,7.44,14.64,1
563,39,4,17.44,7.3,10.14,1
563,39,5,28.8,10.3,18.49,1
563,39,6,23.03,11.28,11.74,0
563,39,7,17.68,7.96,9.72,0
563,39,8,20.57,5.23,15.34,1
563,39,9,15.4,14.9,0.5,1
564,75,0,28.85,14.96,13.89,0
564,75,1,15.5,5.82,9.68,0
564,75,2,21.09,11.06,10.03,0
564,75,3,29.01,10.35,18.66,0
564,75,4,28.45,6.47,21.98,0
564,75,5,16.61,6.4,10.21,0
564,75,6,19.82,9.23,10.59,0
